CodMarca,CodModelo,CodAno,PrecoFipe,ChaveFipe
22,8148,2019-1,"R$ 64.011,00",22 8148 2019-1
59,2395,2001-1,"R$ 13.444,00",59 2395 2001-1
21,5300,2011-1,"R$ 29.088,00",21 5300 2011-1
26,4925,2012-1,"R$ 43.705,00",26 4925 2012-1
26,5931,2018-1,"R$ 101.171,00",26 5931 2018-1
25,8779,2021-1,"R$ 123.172,00",25 8779 2021-1
59,7237,2015-1,"R$ 54.120,00",59 7237 2015-1
23,5635,2014-1,"R$ 62.037,00",23 5635 2014-1
21,8948,2020-3,"R$ 169.077,00",21 8948 2020-3
6,5128,2018-1,"R$ 351.148,00",6 5128 2018-1
7,6091,2016-1,"R$ 132.374,00",7 6091 2016-1
22,8149,2021-1,"R$ 56.300,00",22 8149 2021-1
33,5144,2013-3,"R$ 138.567,00",33 5144 2013-3
59,8324,2021-1,"R$ 58.549,00",59 8324 2021-1
59,7860,2017-1,"R$ 105.460,00",59 7860 2017-1
23,6105,2016-1,"R$ 61.640,00",23 6105 2016-1
23,6233,2015-1,"R$ 44.990,00",23 6233 2015-1
56,7406,2020-3,"R$ 253.022,00",56 7406 2020-3
23,7827,2022-1,"R$ 128.235,00",23 7827 2022-1
56,5041,2014-1,"R$ 65.805,00",56 5041 2014-1
31,5418,2012-1,"R$ 71.120,00",31 5418 2012-1
43,7629,2017-1,"R$ 58.757,00",43 7629 2017-1
13,4159,2009-1,"R$ 26.718,00",13 4159 2009-1
21,7136,2018-1,"R$ 56.630,00",21 7136 2018-1
23,6234,2017-1,"R$ 61.921,00",23 6234 2017-1
23,5724,2012-1,"R$ 35.402,00",23 5724 2012-1
22,721,1986-1,"R$ 9.629,00",22 721 1986-1
41,5735,2012-1,"R$ 53.533,00",41 5735 2012-1
23,6349,2015-1,"R$ 45.639,00",23 6349 2015-1
43,8020,2021-1,"R$ 97.024,00",43 8020 2021-1
56,7491,2020-3,"R$ 332.073,00",56 7491 2020-3
48,7672,2019-1,"R$ 86.041,00",48 7672 2019-1
59,8641,2020-1,"R$ 106.996,00",59 8641 2020-1
23,7827,2017-1,"R$ 88.019,00",23 7827 2017-1
21,5059,2010-1,"R$ 40.876,00",21 5059 2010-1
22,6157,2014-1,"R$ 55.858,00",22 6157 2014-1
59,8186,2018-1,"R$ 84.474,00",59 8186 2018-1
23,7618,2017-1,"R$ 89.126,00",23 7618 2017-1
22,6919,2021-1,"R$ 58.521,00",22 6919 2021-1
47,8063,2018-1,"R$ 432.064,00",47 8063 2018-1
55,2186,2016-1,"R$ 71.747,00",55 2186 2016-1
26,6435,2018-1,"R$ 69.720,00",26 6435 2018-1
59,2368,2008-1,"R$ 31.498,00",59 2368 2008-1
26,6327,2015-1,"R$ 56.957,00",26 6327 2015-1
59,7238,2017-1,"R$ 61.311,00",59 7238 2017-1
23,6866,2015-1,"R$ 46.050,00",23 6866 2015-1
21,5483,2013-1,"R$ 26.133,00",21 5483 2013-1
29,8039,2020-3,"R$ 187.500,00",29 8039 2020-3
22,7718,2018-1,"R$ 208.830,00",22 7718 2018-1
26,6207,2014-1,"R$ 48.178,00",26 6207 2014-1
26,7480,2018-1,"R$ 69.395,00",26 7480 2018-1
21,7736,2021-1,"R$ 58.775,00",21 7736 2021-1
21,5062,2010-1,"R$ 38.008,00",21 5062 2010-1
21,5104,2011-1,"R$ 40.361,00",21 5104 2011-1
23,7428,2016-1,"R$ 71.790,00",23 7428 2016-1
31,4977,2012-1,"R$ 47.104,00",31 4977 2012-1
39,5035,2011-3,"R$ 109.951,00",39 5035 2011-3
26,6327,2013-1,"R$ 49.556,00",26 6327 2013-1
21,5927,2013-1,"R$ 38.008,00",21 5927 2013-1
48,7672,2017-1,"R$ 79.280,00",48 7672 2017-1
41,7980,2018-1,"R$ 102.443,00",41 7980 2018-1
59,8184,2018-1,"R$ 69.762,00",59 8184 2018-1
59,7077,2018-1,"R$ 61.618,00",59 7077 2018-1
41,5735,2013-1,"R$ 56.298,00",41 5735 2013-1
23,6059,2014-1,"R$ 38.138,00",23 6059 2014-1
25,7696,2018-1,"R$ 133.756,00",25 7696 2018-1
21,7477,2018-3,"R$ 120.706,00",21 7477 2018-3
23,5723,2015-1,"R$ 39.217,00",23 5723 2015-1
59,2380,1986-1,"R$ 19.301,00",59 2380 1986-1
26,6434,2017-1,"R$ 56.687,00",26 6434 2017-1
13,6771,2015-1,"R$ 45.795,00",13 6771 2015-1
26,5638,2013-1,"R$ 61.900,00",26 5638 2013-1
59,4930,2012-1,"R$ 35.262,00",59 4930 2012-1
25,7151,2018-1,"R$ 105.920,00",25 7151 2018-1
56,6247,2016-1,"R$ 45.551,00",56 6247 2016-1
21,8473,2020-3,"R$ 163.090,00",21 8473 2020-3
23,4924,2015-1,"R$ 32.621,00",23 4924 2015-1
23,8890,2020-1,"R$ 78.966,00",23 8890 2020-1
21,5577,2013-1,"R$ 33.420,00",21 5577 2013-1
55,5005,2011-1,"R$ 37.699,00",55 5005 2011-1
48,6972,2017-1,"R$ 42.439,00",48 6972 2017-1
56,7406,2018-3,"R$ 218.309,00",56 7406 2018-3
59,2368,2013-1,"R$ 44.847,00",59 2368 2013-1
23,5635,2012-1,"R$ 55.026,00",23 5635 2012-1
26,5931,2021-1,"R$ 133.605,00",26 5931 2021-1
44,6396,2014-1,"R$ 37.984,00",44 6396 2014-1
13,4761,2012-1,"R$ 32.137,00",13 4761 2012-1
23,4849,2018-1,"R$ 50.358,00",23 4849 2018-1
21,533,2001-1,"R$ 13.286,00",21 533 2001-1
59,4008,2016-1,"R$ 54.386,00",59 4008 2016-1
59,3980,2010-1,"R$ 32.621,00",59 3980 2010-1
21,5242,2014-1,"R$ 34.271,00",21 5242 2014-1
59,5476,2019-3,"R$ 141.162,00",59 5476 2019-3
41,7742,2019-3,"R$ 188.965,00",41 7742 2019-3
48,6192,2014-1,"R$ 34.750,00",48 6192 2014-1
41,6544,2015-1,"R$ 85.744,00",41 6544 2015-1
44,4796,2010-1,"R$ 21.349,00",44 4796 2010-1
59,5940,2012-3,"R$ 108.541,00",59 5940 2012-3
59,7237,2018-1,"R$ 61.756,00",59 7237 2018-1
56,2259,2011-3,"R$ 132.561,00",56 2259 2011-3
22,6381,2014-1,"R$ 70.456,00",22 6381 2014-1
26,1347,2008-1,"R$ 33.840,00",26 1347 2008-1
31,4142,2008-1,"R$ 21.567,00",31 4142 2008-1
21,4860,2013-1,"R$ 31.570,00",21 4860 2013-1
22,6263,2014-1,"R$ 54.852,00",22 6263 2014-1
13,5610,2014-1,"R$ 42.444,00",13 5610 2014-1
59,4442,2011-1,"R$ 74.794,00",59 4442 2011-1
26,1302,1998-1,"R$ 8.646,00",26 1302 1998-1
21,5721,2012-1,"R$ 29.970,00",21 5721 2012-1
31,5420,2014-1,"R$ 80.307,00",31 5420 2014-1
29,5454,2012-1,"R$ 74.453,00",29 5454 2012-1
22,6526,2013-3,"R$ 100.021,00",22 6526 2013-3
26,1344,2007-1,"R$ 30.313,00",26 1344 2007-1
44,5504,2016-1,"R$ 52.689,00",44 5504 2016-1
59,7216,2016-1,"R$ 74.298,00",59 7216 2016-1
21,5448,2013-1,"R$ 35.896,00",21 5448 2013-1
59,2370,2009-1,"R$ 24.423,00",59 2370 2009-1
26,6205,2015-1,"R$ 46.197,00",26 6205 2015-1
59,5083,2011-1,"R$ 31.114,00",59 5083 2011-1
41,4479,2012-1,"R$ 80.195,00",41 4479 2012-1
21,6958,2016-1,"R$ 45.871,00",21 6958 2016-1
23,4274,2008-1,"R$ 26.884,00",23 4274 2008-1
26,4925,2010-1,"R$ 40.064,00",26 4925 2010-1
23,947,1996-1,"R$ 10.840,00",23 947 1996-1
23,5975,2013-1,"R$ 58.191,00",23 5975 2013-1
59,8427,2019-1,"R$ 78.034,00",59 8427 2019-1
22,5451,2012-1,"R$ 45.576,00",22 5451 2012-1
21,645,2009-1,"R$ 20.034,00",21 645 2009-1
58,6216,2014-1,"R$ 92.540,00",58 6216 2014-1
23,1039,2006-1,"R$ 20.231,00",23 1039 2006-1
23,995,2010-1,"R$ 18.404,00",23 995 2010-1
41,6071,2014-3,"R$ 145.310,00",41 6071 2014-3
23,1119,2003-1,"R$ 26.161,00",23 1119 2003-1
21,5925,2018-1,"R$ 49.826,00",21 5925 2018-1
25,4010,2010-1,"R$ 45.962,00",25 4010 2010-1
21,605,2004-1,"R$ 21.456,00",21 605 2004-1
21,5881,2012-1,"R$ 37.532,00",21 5881 2012-1
48,4666,2009-1,"R$ 22.626,00",48 4666 2009-1
31,4978,2012-1,"R$ 40.794,00",31 4978 2012-1
59,4753,2014-1,"R$ 42.092,00",59 4753 2014-1
7,5607,2012-1,"R$ 63.283,00",7 5607 2012-1
22,785,2011-1,"R$ 28.154,00",22 785 2011-1
21,5246,2012-1,"R$ 33.041,00",21 5246 2012-1
26,5931,2012-1,"R$ 67.699,00",26 5931 2012-1
41,1773,2011-1,"R$ 54.459,00",41 1773 2011-1
59,2478,2007-1,"R$ 28.025,00",59 2478 2007-1
48,6402,2017-3,"R$ 142.151,00",48 6402 2017-3
41,4478,2016-3,"R$ 149.003,00",41 4478 2016-3
59,2438,2002-1,"R$ 22.132,00",59 2438 2002-1
26,7156,2015-1,"R$ 50.111,00",26 7156 2015-1
23,6105,2015-1,"R$ 58.193,00",23 6105 2015-1
21,4673,2010-1,"R$ 35.042,00",21 4673 2010-1
59,7410,2018-1,"R$ 55.066,00",59 7410 2018-1
59,2368,2010-1,"R$ 34.969,00",59 2368 2010-1
23,1040,2007-1,"R$ 23.006,00",23 1040 2007-1
23,1019,2009-1,"R$ 21.411,00",23 1019 2009-1
6,6486,2014-1,"R$ 137.763,00",6 6486 2014-1
59,4991,2011-1,"R$ 35.289,00",59 4991 2011-1
21,4828,2010-1,"R$ 22.824,00",21 4828 2010-1
23,5637,2013-1,"R$ 62.004,00",23 5637 2013-1
22,4059,2010-3,"R$ 192.958,00",22 4059 2010-3
21,5241,2011-1,"R$ 24.320,00",21 5241 2011-1
23,6350,2013-1,"R$ 42.765,00",23 6350 2013-1
59,2553,2004-2,"R$ 20.429,00",59 2553 2004-2
59,7237,2016-1,"R$ 55.580,00",59 7237 2016-1
26,6356,2013-1,"R$ 57.893,00",26 6356 2013-1
25,5148,2011-1,"R$ 48.781,00",25 5148 2011-1
26,5726,2013-1,"R$ 74.460,00",26 5726 2013-1
23,5977,2014-1,"R$ 71.235,00",23 5977 2014-1
21,577,2010-1,"R$ 25.732,00",21 577 2010-1
56,2277,2002-3,"R$ 55.641,00",56 2277 2002-3
22,894,2010-3,"R$ 66.800,00",22 894 2010-3
25,5372,2017-1,"R$ 71.138,00",25 5372 2017-1
59,2414,2010-1,"R$ 21.807,00",59 2414 2010-1
43,7167,2018-1,"R$ 48.281,00",43 7167 2018-1
26,1328,2014-3,"R$ 82.921,00",26 1328 2014-3
56,3830,2007-3,"R$ 104.463,00",56 3830 2007-3
26,5280,2012-1,"R$ 67.854,00",26 5280 2012-1
23,6104,2020-1,"R$ 81.395,00",23 6104 2020-1
41,4803,2013-3,"R$ 150.804,00",41 4803 2013-3
22,799,2010-1,"R$ 33.858,00",22 799 2010-1
59,5586,2013-3,"R$ 94.521,00",59 5586 2013-3
21,6711,2016-1,"R$ 46.061,00",21 6711 2016-1
56,3830,2013-3,"R$ 159.447,00",56 3830 2013-3
21,5465,2014-1,"R$ 40.046,00",21 5465 2014-1
56,2229,2004-1,"R$ 29.448,00",56 2229 2004-1
26,1328,2013-3,"R$ 77.215,00",26 1328 2013-3
31,4476,2011-3,"R$ 69.102,00",31 4476 2011-3
41,4411,2014-1,"R$ 84.463,00",41 4411 2014-1
23,6104,2016-1,"R$ 49.046,00",23 6104 2016-1
23,996,2014-1,"R$ 29.544,00",23 996 2014-1
21,4750,2011-1,"R$ 28.451,00",21 4750 2011-1
59,5083,2010-1,"R$ 29.032,00",59 5083 2010-1
22,6171,2013-3,"R$ 120.379,00",22 6171 2013-3
23,6349,2014-1,"R$ 43.585,00",23 6349 2014-1
59,4007,2011-1,"R$ 34.796,00",59 4007 2011-1
59,5195,2013-1,"R$ 53.491,00",59 5195 2013-1
26,7836,2018-1,"R$ 125.447,00",26 7836 2018-1
13,6770,2015-1,"R$ 46.230,00",13 6770 2015-1
23,1002,2011-1,"R$ 25.066,00",23 1002 2011-1
23,9211,32000-1,"R$ 100.702,00",23 9211 32000-1
31,4141,2012-1,"R$ 40.122,00",31 4141 2012-1
48,6193,2014-1,"R$ 39.786,00",48 6193 2014-1
21,473,2013-1,"R$ 37.422,00",21 473 2013-1
22,6171,2014-3,"R$ 132.238,00",22 6171 2014-3
7,6633,2014-1,"R$ 122.470,00",7 6633 2014-1
21,6320,2013-1,"R$ 28.048,00",21 6320 2013-1
41,4802,2006-3,"R$ 72.837,00",41 4802 2006-3
23,5070,2012-1,"R$ 32.702,00",23 5070 2012-1
23,4383,2008-1,"R$ 30.159,00",23 4383 2008-1
21,3933,2012-1,"R$ 45.861,00",21 3933 2012-1
59,5476,2017-3,"R$ 118.026,00",59 5476 2017-3
43,4295,2008-1,"R$ 28.065,00",43 4295 2008-1
23,947,1995-1,"R$ 10.542,00",23 947 1995-1
29,7762,2017-3,"R$ 149.484,00",29 7762 2017-3
59,4148,2015-1,"R$ 86.305,00",59 4148 2015-1
22,6425,2014-1,"R$ 30.031,00",22 6425 2014-1
48,4780,2012-1,"R$ 35.513,00",48 4780 2012-1
21,4826,2011-1,"R$ 25.549,00",21 4826 2011-1
168,7038,2015-1,"R$ 29.361,00",168 7038 2015-1
21,5618,2012-1,"R$ 51.806,00",21 5618 2012-1
23,1224,2002-1,"R$ 19.726,00",23 1224 2002-1
23,5636,2016-1,"R$ 73.505,00",23 5636 2016-1
21,4859,2010-1,"R$ 35.442,00",21 4859 2010-1
59,4522,2009-1,"R$ 34.662,00",59 4522 2009-1
48,7928,2018-1,"R$ 79.115,00",48 7928 2018-1
43,4867,2012-1,"R$ 33.581,00",43 4867 2012-1
56,2229,2009-1,"R$ 49.156,00",56 2229 2009-1
41,7981,2018-1,"R$ 135.387,00",41 7981 2018-1
13,290,2012-1,"R$ 26.606,00",13 290 2012-1
59,5941,2013-1,"R$ 28.482,00",59 5941 2013-1
26,1333,2010-1,"R$ 44.589,00",26 1333 2010-1
26,6327,2019-1,"R$ 80.619,00",26 6327 2019-1
25,7150,2016-1,"R$ 89.579,00",25 7150 2016-1
7,6417,2014-1,"R$ 111.330,00",7 6417 2014-1
6,5496,2013-1,"R$ 74.937,00",6 5496 2013-1
25,5149,2010-1,"R$ 46.800,00",25 5149 2010-1
31,4141,2009-1,"R$ 27.590,00",31 4141 2009-1
21,4733,2009-1,"R$ 39.932,00",21 4733 2009-1
29,8053,2018-1,"R$ 110.363,00",29 8053 2018-1
23,5416,2011-1,"R$ 34.622,00",23 5416 2011-1
55,2171,2010-1,"R$ 42.905,00",55 2171 2010-1
59,2553,2013-1,"R$ 40.825,00",59 2553 2013-1
55,2186,2014-1,"R$ 63.632,00",55 2186 2014-1
21,5361,2012-1,"R$ 31.122,00",21 5361 2012-1
21,5245,2012-1,"R$ 30.083,00",21 5245 2012-1
56,2256,2005-3,"R$ 69.482,00",56 2256 2005-3
21,4962,2010-1,"R$ 26.081,00",21 4962 2010-1
56,5194,2015-1,"R$ 83.451,00",56 5194 2015-1
21,4160,2007-1,"R$ 25.664,00",21 4160 2007-1
26,1333,2008-1,"R$ 40.302,00",26 1333 2008-1
43,5038,2013-1,"R$ 37.086,00",43 5038 2013-1
22,681,2005-1,"R$ 21.965,00",22 681 2005-1
59,4930,2010-1,"R$ 30.855,00",59 4930 2010-1
43,4298,2015-1,"R$ 57.557,00",43 4298 2015-1
23,1004,2005-1,"R$ 16.072,00",23 1004 2005-1
31,4476,2014-3,"R$ 81.617,00",31 4476 2014-3
25,4629,2010-1,"R$ 55.337,00",25 4629 2010-1
33,5142,2011-3,"R$ 113.498,00",33 5142 2011-3
22,6913,2015-1,"R$ 59.719,00",22 6913 2015-1
22,8744,2020-1,"R$ 54.953,00",22 8744 2020-1
23,6105,2018-1,"R$ 71.206,00",23 6105 2018-1
22,6161,2013-1,"R$ 54.669,00",22 6161 2013-1
59,7522,2017-1,"R$ 44.849,00",59 7522 2017-1
21,4828,2009-1,"R$ 21.449,00",21 4828 2009-1
22,4409,2010-1,"R$ 23.833,00",22 4409 2010-1
21,6052,2014-1,"R$ 47.755,00",21 6052 2014-1
21,6560,2016-1,"R$ 55.493,00",21 6560 2016-1
21,644,2013-1,"R$ 21.297,00",21 644 2013-1
26,6207,2013-1,"R$ 42.753,00",26 6207 2013-1
21,645,2004-1,"R$ 13.328,00",21 645 2004-1
21,644,2011-1,"R$ 19.591,00",21 644 2011-1
22,772,2012-1,"R$ 29.282,00",22 772 2012-1
59,2478,2005-1,"R$ 24.254,00",59 2478 2005-1
43,4778,2012-3,"R$ 90.646,00",43 4778 2012-3
23,1002,2013-1,"R$ 29.434,00",23 1002 2013-1
59,5749,2015-3,"R$ 100.120,00",59 5749 2015-3
59,3914,2007-1,"R$ 32.362,00",59 3914 2007-1
23,5554,2011-1,"R$ 43.225,00",23 5554 2011-1
6,56,2004-1,"R$ 22.726,00",6 56 2004-1
23,5725,2015-1,"R$ 44.671,00",23 5725 2015-1
22,796,2013-1,"R$ 40.177,00",22 796 2013-1
59,8324,2019-1,"R$ 52.961,00",59 8324 2019-1
26,5931,2015-1,"R$ 81.214,00",26 5931 2015-1
26,5931,2014-1,"R$ 79.049,00",26 5931 2014-1
43,9234,2022-1,"R$ 88.704,00",43 9234 2022-1
43,6241,2014-3,"R$ 121.642,00",43 6241 2014-3
41,4478,2013-3,"R$ 122.054,00",41 4478 2013-3
43,5628,2013-3,"R$ 103.474,00",43 5628 2013-3
59,5749,2013-3,"R$ 85.692,00",59 5749 2013-3
56,2246,2003-1,"R$ 29.829,00",56 2246 2003-1
25,4800,2012-1,"R$ 50.686,00",25 4800 2012-1
59,3983,2011-1,"R$ 35.156,00",59 3983 2011-1
13,4397,2010-1,"R$ 28.179,00",13 4397 2010-1
59,5476,2013-3,"R$ 93.694,00",59 5476 2013-3
43,4864,2012-1,"R$ 28.954,00",43 4864 2012-1
59,5116,2014-1,"R$ 42.286,00",59 5116 2014-1
23,6103,2013-1,"R$ 42.790,00",23 6103 2013-1
59,5118,2014-1,"R$ 42.895,00",59 5118 2014-1
21,5341,2013-1,"R$ 34.054,00",21 5341 2013-1
23,932,2003-1,"R$ 24.107,00",23 932 2003-1
55,8424,2020-1,"R$ 111.295,00",55 8424 2020-1
23,8124,2018-1,"R$ 96.083,00",23 8124 2018-1
59,9152,2021-1,"R$ 127.575,00",59 9152 2021-1
59,8070,2019-1,"R$ 64.636,00",59 8070 2019-1
7,161,2007-1,"R$ 56.351,00",7 161 2007-1
21,9647,2022-1,"R$ 98.018,00",21 9647 2022-1
56,2241,2019-3,"R$ 177.301,00",56 2241 2019-3
7,216,1992-1,"R$ 22.582,00",7 216 1992-1
43,7983,2021-1,"R$ 107.566,00",43 7983 2021-1
21,9109,2022-1,"R$ 91.205,00",21 9109 2022-1
48,9064,2021-1,"R$ 87.271,00",48 9064 2021-1
48,8869,2021-1,"R$ 104.236,00",48 8869 2021-1
59,8997,2020-1,"R$ 122.274,00",59 8997 2020-1
7,6046,2012-1,"R$ 105.335,00",7 6046 2012-1
59,5940,2016-3,"R$ 148.058,00",59 5940 2016-3
22,6918,2019-1,"R$ 50.867,00",22 6918 2019-1
22,8442,2021-1,"R$ 68.760,00",22 8442 2021-1
56,7491,2021-3,"R$ 363.959,00",56 7491 2021-3
43,9171,2021-1,"R$ 75.804,00",43 9171 2021-1
21,7965,2018-1,"R$ 56.200,00",21 7965 2018-1
48,8792,2022-1,"R$ 75.971,00",48 8792 2022-1
48,8757,2022-1,"R$ 81.812,00",48 8757 2022-1
43,7625,2020-1,"R$ 69.755,00",43 7625 2020-1
22,6157,2017-1,"R$ 67.513,00",22 6157 2017-1
21,603,2006-1,"R$ 25.477,00",21 603 2006-1
26,8855,2020-1,"R$ 63.235,00",26 8855 2020-1
23,4379,2012-1,"R$ 28.865,00",23 4379 2012-1
26,9008,2022-1,"R$ 89.973,00",26 9008 2022-1
43,8754,2021-1,"R$ 258.679,00",43 8754 2021-1
23,9489,2023-1,"R$ 100.045,00",23 9489 2023-1
43,7983,2019-1,"R$ 92.809,00",43 7983 2019-1
161,8279,2021-1,"R$ 77.043,00",161 8279 2021-1
56,5194,2022-1,"R$ 142.652,00",56 5194 2022-1
48,4388,2011-1,"R$ 22.399,00",48 4388 2011-1
23,5636,2012-1,"R$ 53.254,00",23 5636 2012-1
21,9109,2021-1,"R$ 84.306,00",21 9109 2021-1
31,4476,2021-3,"R$ 135.192,00",31 4476 2021-3
25,7899,2020-1,"R$ 98.237,00",25 7899 2020-1
59,2457,1995-1,"R$ 8.571,00",59 2457 1995-1
23,8949,2020-1,"R$ 69.284,00",23 8949 2020-1
29,9560,2020-1,"R$ 90.155,00",29 9560 2020-1
41,1772,2009-1,"R$ 44.626,00",41 1772 2009-1
21,7965,2020-1,"R$ 59.197,00",21 7965 2020-1
23,6532,2019-1,"R$ 70.132,00",23 6532 2019-1
29,8128,2018-1,"R$ 119.329,00",29 8128 2018-1
23,6231,2016-1,"R$ 46.640,00",23 6231 2016-1
21,6322,2014-1,"R$ 34.042,00",21 6322 2014-1
47,7633,2019-1,"R$ 2.485.854,00",47 7633 2019-1
59,8644,2022-1,"R$ 154.462,00",59 8644 2022-1
59,8426,2020-1,"R$ 74.763,00",59 8426 2020-1
56,8839,2022-1,"R$ 135.237,00",56 8839 2022-1
156,6069,2012-1,"R$ 80.674,00",156 6069 2012-1
59,2359,1992-1,"R$ 8.011,00",59 2359 1992-1
23,6232,2019-1,"R$ 57.763,00",23 6232 2019-1
22,798,2011-1,"R$ 34.883,00",22 798 2011-1
22,7590,2021-3,"R$ 205.119,00",22 7590 2021-3
44,7201,2021-1,"R$ 86.342,00",44 7201 2021-1
23,6531,2018-1,"R$ 66.228,00",23 6531 2018-1
48,7891,2021-1,"R$ 104.209,00",48 7891 2021-1
21,5925,2019-1,"R$ 52.445,00",21 5925 2019-1
43,5693,2013-1,"R$ 35.452,00",43 5693 2013-1
48,9061,2022-1,"R$ 107.870,00",48 9061 2022-1
44,6396,2016-1,"R$ 44.789,00",44 6396 2016-1
56,8838,2020-1,"R$ 160.736,00",56 8838 2020-1
26,9855,2023-1,"R$ 154.655,00",26 9855 2023-1
41,5503,2018-1,"R$ 128.214,00",41 5503 2018-1
47,9445,2022-1,"R$ 618.955,00",47 9445 2022-1
59,8324,2022-1,"R$ 71.939,00",59 8324 2022-1
56,7407,2017-3,"R$ 225.426,00",56 7407 2017-3
59,8323,2022-1,"R$ 65.275,00",59 8323 2022-1
23,8826,2022-1,"R$ 81.443,00",23 8826 2022-1
48,6403,2022-3,"R$ 176.015,00",48 6403 2022-3
23,8950,2020-1,"R$ 67.596,00",23 8950 2020-1
48,4482,2010-1,"R$ 26.397,00",48 4482 2010-1
23,5896,2022-3,"R$ 264.661,00",23 5896 2022-3
22,6915,2018-1,"R$ 47.036,00",22 6915 2018-1
23,8825,2021-1,"R$ 84.118,00",23 8825 2021-1
55,2186,2020-1,"R$ 95.245,00",55 2186 2020-1
29,7761,2020-1,"R$ 121.404,00",29 7761 2020-1
44,7556,2020-1,"R$ 91.326,00",44 7556 2020-1
23,9047,2021-1,"R$ 119.154,00",23 9047 2021-1
56,5194,2019-1,"R$ 112.729,00",56 5194 2019-1
7,5269,2011-1,"R$ 67.364,00",7 5269 2011-1
26,7836,2022-1,"R$ 184.421,00",26 7836 2022-1
41,4334,2013-1,"R$ 113.486,00",41 4334 2013-1
59,2383,2002-1,"R$ 13.564,00",59 2383 2002-1
48,9592,2020-1,"R$ 82.917,00",48 9592 2020-1
29,8039,2021-3,"R$ 202.847,00",29 8039 2021-3
161,9106,2021-1,"R$ 117.731,00",161 9106 2021-1
41,9146,2021-1,"R$ 136.116,00",41 9146 2021-1
59,5314,2012-1,"R$ 34.785,00",59 5314 2012-1
23,8827,2023-1,"R$ 97.404,00",23 8827 2023-1
56,9326,2022-1,"R$ 159.862,00",56 9326 2022-1
21,7540,2022-1,"R$ 59.692,00",21 7540 2022-1
23,7098,2020-1,"R$ 89.244,00",23 7098 2020-1
29,9456,2022-3,"R$ 233.084,00",29 9456 2022-3
23,8894,2021-1,"R$ 91.973,00",23 8894 2021-1
43,7983,2020-1,"R$ 95.546,00",43 7983 2020-1
23,9046,2021-1,"R$ 111.732,00",23 9046 2021-1
31,4476,2022-3,"R$ 142.012,00",31 4476 2022-3
161,8339,2021-1,"R$ 87.046,00",161 8339 2021-1
56,8361,2019-1,"R$ 82.120,00",56 8361 2019-1
48,2009,2016-1,"R$ 30.548,00",48 2009 2016-1
29,8903,2020-1,"R$ 91.649,00",29 8903 2020-1
23,1068,2012-1,"R$ 433.741,00",23 1068 2012-1
25,6781,2020-1,"R$ 88.747,00",25 6781 2020-1
23,7619,2022-1,"R$ 140.854,00",23 7619 2022-1
23,5893,2021-3,"R$ 216.747,00",23 5893 2021-3
43,5644,2014-1,"R$ 36.982,00",43 5644 2014-1
6,7255,2016-1,"R$ 111.801,00",6 7255 2016-1
23,9859,2022-1,"R$ 193.583,00",23 9859 2022-1
59,8581,2019-1,"R$ 112.677,00",59 8581 2019-1
23,5887,2021-3,"R$ 175.565,00",23 5887 2021-3
22,772,2010-1,"R$ 25.580,00",22 772 2010-1
21,9111,2021-1,"R$ 102.062,00",21 9111 2021-1
29,8663,2021-3,"R$ 210.253,00",29 8663 2021-3
161,8572,2021-1,"R$ 122.269,00",161 8572 2021-1
43,7887,2022-3,"R$ 266.815,00",43 7887 2022-3
59,5116,2011-1,"R$ 34.305,00",59 5116 2011-1
23,6106,2016-1,"R$ 60.768,00",23 6106 2016-1
7,8512,2022-1,"R$ 464.882,00",7 8512 2022-1
25,4010,2014-1,"R$ 66.111,00",25 4010 2014-1
29,9458,2022-3,"R$ 212.320,00",29 9458 2022-3
25,6782,2017-1,"R$ 72.911,00",25 6782 2017-1
29,9461,2022-1,"R$ 173.775,00",29 9461 2022-1
23,9046,2022-1,"R$ 114.875,00",23 9046 2022-1
25,7152,2020-1,"R$ 114.353,00",25 7152 2020-1
59,4752,2014-1,"R$ 38.192,00",59 4752 2014-1
26,8856,2020-1,"R$ 76.245,00",26 8856 2020-1
161,8572,2020-1,"R$ 113.238,00",161 8572 2020-1
43,7266,2016-1,"R$ 42.394,00",43 7266 2016-1
23,7618,2018-1,"R$ 92.862,00",23 7618 2018-1
31,4476,2018-3,"R$ 111.325,00",31 4476 2018-3
44,7201,2019-1,"R$ 73.836,00",44 7201 2019-1
26,6695,2015-1,"R$ 69.392,00",26 6695 2015-1
7,4745,2014-1,"R$ 180.477,00",7 4745 2014-1
44,1948,2021-1,"R$ 77.084,00",44 1948 2021-1
43,8552,2020-3,"R$ 206.307,00",43 8552 2020-3
21,8518,2021-1,"R$ 83.295,00",21 8518 2021-1
44,8244,2018-1,"R$ 159.565,00",44 8244 2018-1
21,7751,2020-1,"R$ 77.366,00",21 7751 2020-1
23,6174,2019-1,"R$ 70.399,00",23 6174 2019-1
21,7825,2018-1,"R$ 43.678,00",21 7825 2018-1
22,6915,2020-1,"R$ 56.714,00",22 6915 2020-1
23,8823,2020-1,"R$ 88.643,00",23 8823 2020-1
26,6205,2016-1,"R$ 49.381,00",26 6205 2016-1
22,6915,2019-1,"R$ 51.784,00",22 6915 2019-1
31,5417,2012-1,"R$ 58.781,00",31 5417 2012-1
26,6206,2015-1,"R$ 53.568,00",26 6206 2015-1
22,679,2012-1,"R$ 43.021,00",22 679 2012-1
59,8531,2020-3,"R$ 197.657,00",59 8531 2020-3
