Ano,CodAno,Modelo,CodModelo,Marca,CodMarca
2012 Gasolina,2012-1,EDGE LIMITED 3.5 V6 24V FWD AUT.,5741,FORD,22
2018 Gasolina,2018-1,EDGE TITANIUM 3.5 V6 24V AWD AUT.,7718,FORD,22
2017 Gasolina,2017-1,EDGE TITANIUM 3.5 V6 24V AWD AUT.,7718,FORD,22
2016 Gasolina,2016-1,EDGE TITANIUM 3.5 V6 24V AWD AUT.,7718,FORD,22
2000 Gasolina,2000-1,ESCORT RS 1.8I 16V,701,FORD,22
1999 Gasolina,1999-1,ESCORT RS 1.8I 16V,701,FORD,22
1998 Gasolina,1998-1,ESCORT RS 1.8I 16V,701,FORD,22
1986 Gasolina,1986-1,F-100 2.3,718,FORD,22
1985 Gasolina,1985-1,F-100 2.3,718,FORD,22
1986 Gasolina,1986-1,F-100 CD 2.3,720,FORD,22
1985 Gasolina,1985-1,F-100 CD 2.3,720,FORD,22
1986 Gasolina,1986-1,F-100 SUPER 2.3,721,FORD,22
1985 Gasolina,1985-1,F-100 SUPER 2.3,721,FORD,22
2011 Diesel,2011-3,F-250 XL 3.9 4X4 TB DIESEL,4056,FORD,22
2010 Diesel,2010-3,F-250 XL 3.9 4X4 TB DIESEL,4056,FORD,22
2009 Diesel,2009-3,F-250 XL 3.9 4X4 TB DIESEL,4056,FORD,22
2008 Diesel,2008-3,F-250 XL 3.9 4X4 TB DIESEL,4056,FORD,22
2007 Diesel,2007-3,F-250 XL 3.9 4X4 TB DIESEL,4056,FORD,22
2011 Diesel,2011-3,F-250 XLT 3.9 4X2 DIESEL TB,766,FORD,22
2010 Diesel,2010-3,F-250 XLT 3.9 4X2 DIESEL TB,766,FORD,22
2009 Diesel,2009-3,F-250 XLT 3.9 4X2 DIESEL TB,766,FORD,22
2008 Diesel,2008-3,F-250 XLT 3.9 4X2 DIESEL TB,766,FORD,22
2007 Diesel,2007-3,F-250 XLT 3.9 4X2 DIESEL TB,766,FORD,22
2001 Diesel,2001-3,F-250 XLT 3.9 4X2 DIESEL TB,766,FORD,22
2000 Diesel,2000-3,F-250 XLT 3.9 4X2 DIESEL TB,766,FORD,22
1999 Diesel,1999-3,F-250 XLT 3.9 4X2 DIESEL TB,766,FORD,22
1998 Diesel,1998-3,F-250 XLT 3.9 4X2 DIESEL TB,766,FORD,22
2011 Diesel,2011-3,F-250 XLT 3.9 4X4 CD TB DIESEL,4059,FORD,22
2010 Diesel,2010-3,F-250 XLT 3.9 4X4 CD TB DIESEL,4059,FORD,22
2009 Diesel,2009-3,F-250 XLT 3.9 4X4 CD TB DIESEL,4059,FORD,22
2008 Diesel,2008-3,F-250 XLT 3.9 4X4 CD TB DIESEL,4059,FORD,22
2007 Diesel,2007-3,F-250 XLT 3.9 4X4 CD TB DIESEL,4059,FORD,22
2006 Diesel,2006-3,F-250 XLT 4.2 TB DIESEL,768,FORD,22
2005 Diesel,2005-3,F-250 XLT 4.2 TB DIESEL,768,FORD,22
2004 Diesel,2004-3,F-250 XLT 4.2 TB DIESEL,768,FORD,22
2003 Diesel,2003-3,F-250 XLT 4.2 TB DIESEL,768,FORD,22
2002 Diesel,2002-3,F-250 XLT 4.2 TB DIESEL,768,FORD,22
2001 Diesel,2001-3,F-250 XLT 4.2 TB DIESEL,768,FORD,22
2000 Diesel,2000-3,F-250 XLT 4.2 TB DIESEL,768,FORD,22
1999 Diesel,1999-3,F-250 XLT 4.2 TB DIESEL,768,FORD,22
2013 Gasolina,2013-1,FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,4135,FORD,22
2012 Gasolina,2012-1,FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,4135,FORD,22
2011 Gasolina,2011-1,FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,4135,FORD,22
2010 Gasolina,2010-1,FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,4135,FORD,22
2009 Gasolina,2009-1,FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,4135,FORD,22
2008 Gasolina,2008-1,FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,4135,FORD,22
2007 Gasolina,2007-1,FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,4135,FORD,22
2016 Gasolina,2016-1,FIESTA 1.6 16V FLEX AUT. 5P,6423,FORD,22
2015 Gasolina,2015-1,FIESTA 1.6 16V FLEX AUT. 5P,6423,FORD,22
2014 Gasolina,2014-1,FIESTA 1.6 16V FLEX AUT. 5P,6423,FORD,22
2013 Gasolina,2013-1,FIESTA 1.6 16V FLEX AUT. 5P,6423,FORD,22
2016 Gasolina,2016-1,FIESTA 1.6 16V FLEX MEC. 5P,6424,FORD,22
2015 Gasolina,2015-1,FIESTA 1.6 16V FLEX MEC. 5P,6424,FORD,22
2014 Gasolina,2014-1,FIESTA 1.6 16V FLEX MEC. 5P,6424,FORD,22
2013 Gasolina,2013-1,FIESTA 1.6 16V FLEX MEC. 5P,6424,FORD,22
2013 Gasolina,2013-1,FIESTA 1.6 8V FLEX/CLASS 1.6 8V FLEX 5P,772,FORD,22
2012 Gasolina,2012-1,FIESTA 1.6 8V FLEX/CLASS 1.6 8V FLEX 5P,772,FORD,22
2011 Gasolina,2011-1,FIESTA 1.6 8V FLEX/CLASS 1.6 8V FLEX 5P,772,FORD,22
2010 Gasolina,2010-1,FIESTA 1.6 8V FLEX/CLASS 1.6 8V FLEX 5P,772,FORD,22
2009 Gasolina,2009-1,FIESTA 1.6 8V FLEX/CLASS 1.6 8V FLEX 5P,772,FORD,22
2008 Gasolina,2008-1,FIESTA 1.6 8V FLEX/CLASS 1.6 8V FLEX 5P,772,FORD,22
2007 Gasolina,2007-1,FIESTA 1.6 8V FLEX/CLASS 1.6 8V FLEX 5P,772,FORD,22
2006 Gasolina,2006-1,FIESTA 1.6 8V FLEX/CLASS 1.6 8V FLEX 5P,772,FORD,22
2005 Gasolina,2005-1,FIESTA 1.6 8V FLEX/CLASS 1.6 8V FLEX 5P,772,FORD,22
2004 Gasolina,2004-1,FIESTA CLASS 1.6 8V 98CV 5P,775,FORD,22
2003 Gasolina,2003-1,FIESTA CLASS 1.6 8V 98CV 5P,775,FORD,22
2014 Gasolina,2014-1,FIESTA S 1.0 8V FLEX 5P,6425,FORD,22
2014 Gasolina,2014-1,FIESTA SE 1.0 8V FLEX 5P,6426,FORD,22
2019 Gasolina,2019-1,FIESTA SE 1.6 16V FLEX 5P,5668,FORD,22
2018 Gasolina,2018-1,FIESTA SE 1.6 16V FLEX 5P,5668,FORD,22
2017 Gasolina,2017-1,FIESTA SE 1.6 16V FLEX 5P,5668,FORD,22
2013 Gasolina,2013-1,FIESTA SE 1.6 16V FLEX 5P,5668,FORD,22
2012 Gasolina,2012-1,FIESTA SE 1.6 16V FLEX 5P,5668,FORD,22
2011 Gasolina,2011-1,FIESTA SE 1.6 16V FLEX 5P,5668,FORD,22
2019 Gasolina,2019-1,FIESTA SE PLUS 1.6 16V FLEX AUT. 5P,8148,FORD,22
2018 Gasolina,2018-1,FIESTA SE PLUS 1.6 16V FLEX AUT. 5P,8148,FORD,22
2013 Gasolina,2013-1,FIESTA SED. 1.6 8V FLEX 4P,785,FORD,22
2012 Gasolina,2012-1,FIESTA SED. 1.6 8V FLEX 4P,785,FORD,22
2011 Gasolina,2011-1,FIESTA SED. 1.6 8V FLEX 4P,785,FORD,22
2010 Gasolina,2010-1,FIESTA SED. 1.6 8V FLEX 4P,785,FORD,22
2009 Gasolina,2009-1,FIESTA SED. 1.6 8V FLEX 4P,785,FORD,22
2008 Gasolina,2008-1,FIESTA SED. 1.6 8V FLEX 4P,785,FORD,22
2007 Gasolina,2007-1,FIESTA SED. 1.6 8V FLEX 4P,785,FORD,22
2006 Gasolina,2006-1,FIESTA SED. 1.6 8V FLEX 4P,785,FORD,22
2005 Gasolina,2005-1,FIESTA SED. 1.6 8V FLEX 4P,785,FORD,22
2014 Gasolina,2014-1,FIESTA SEDAN SE 1.0 8V FLEX 4P,6429,FORD,22
2014 Gasolina,2014-1,FIESTA SEDAN SE 1.6 16V FLEX 4P,5345,FORD,22
2013 Gasolina,2013-1,FIESTA SEDAN SE 1.6 16V FLEX 4P,5345,FORD,22
2012 Gasolina,2012-1,FIESTA SEDAN SE 1.6 16V FLEX 4P,5345,FORD,22
2011 Gasolina,2011-1,FIESTA SEDAN SE 1.6 16V FLEX 4P,5345,FORD,22
2014 Gasolina,2014-1,FIESTA SEDAN SE 1.6 8V FLEX 4P,6430,FORD,22
2019 Gasolina,2019-1,FIESTA SEL 1.6 16V FLEX  AUT. 5P,7659,FORD,22
2018 Gasolina,2018-1,FIESTA SEL 1.6 16V FLEX  AUT. 5P,7659,FORD,22
2017 Gasolina,2017-1,FIESTA SEL 1.6 16V FLEX  AUT. 5P,7659,FORD,22
2019 Gasolina,2019-1,FIESTA SEL 1.6 16V FLEX MEC. 5P,7660,FORD,22
2018 Gasolina,2018-1,FIESTA SEL 1.6 16V FLEX MEC. 5P,7660,FORD,22
2017 Gasolina,2017-1,FIESTA SEL 1.6 16V FLEX MEC. 5P,7660,FORD,22
2019 Gasolina,2019-1,FIESTA TIT./TIT.PLUS 1.6 16V FLEX AUT.,6431,FORD,22
2018 Gasolina,2018-1,FIESTA TIT./TIT.PLUS 1.6 16V FLEX AUT.,6431,FORD,22
2017 Gasolina,2017-1,FIESTA TIT./TIT.PLUS 1.6 16V FLEX AUT.,6431,FORD,22
2016 Gasolina,2016-1,FIESTA TIT./TIT.PLUS 1.6 16V FLEX AUT.,6431,FORD,22
2015 Gasolina,2015-1,FIESTA TIT./TIT.PLUS 1.6 16V FLEX AUT.,6431,FORD,22
2014 Gasolina,2014-1,FIESTA TIT./TIT.PLUS 1.6 16V FLEX AUT.,6431,FORD,22
2013 Gasolina,2013-1,FIESTA TIT./TIT.PLUS 1.6 16V FLEX AUT.,6431,FORD,22
2017 Gasolina,2017-1,FIESTA TITANIUM 1.6 16V FLEX MEC.,6432,FORD,22
2016 Gasolina,2016-1,FIESTA TITANIUM 1.6 16V FLEX MEC.,6432,FORD,22
2015 Gasolina,2015-1,FIESTA TITANIUM 1.6 16V FLEX MEC.,6432,FORD,22
2014 Gasolina,2014-1,FIESTA TITANIUM 1.6 16V FLEX MEC.,6432,FORD,22
2013 Gasolina,2013-1,FIESTA TITANIUM 1.6 16V FLEX MEC.,6432,FORD,22
2010 Gasolina,2010-1,FIESTA TRAIL 1.0 8V FLEX 5P,4409,FORD,22
2009 Gasolina,2009-1,FIESTA TRAIL 1.0 8V FLEX 5P,4409,FORD,22
2008 Gasolina,2008-1,FIESTA TRAIL 1.0 8V FLEX 5P,4409,FORD,22
2016 Gasolina,2016-1,FOCUS 1.6 S/1.6 SE FLEX 16V 5P AUT,6610,FORD,22
2015 Gasolina,2015-1,FOCUS 1.6 S/1.6 SE FLEX 16V 5P AUT,6610,FORD,22
2014 Gasolina,2014-1,FOCUS 1.6 S/1.6 SE FLEX 16V 5P AUT,6610,FORD,22
2019 Gasolina,2019-1,FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P,796,FORD,22
2018 Gasolina,2018-1,FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P,796,FORD,22
2017 Gasolina,2017-1,FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P,796,FORD,22
2016 Gasolina,2016-1,FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P,796,FORD,22
2015 Gasolina,2015-1,FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P,796,FORD,22
2014 Gasolina,2014-1,FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P,796,FORD,22
2013 Gasolina,2013-1,FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P,796,FORD,22
2012 Gasolina,2012-1,FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P,796,FORD,22
2011 Gasolina,2011-1,FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P,796,FORD,22
2010 Gasolina,2010-1,FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P,796,FORD,22
2009 Gasolina,2009-1,FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P,796,FORD,22
2008 Gasolina,2008-1,FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P,796,FORD,22
2007 Gasolina,2007-1,FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P,796,FORD,22
2006 Gasolina,2006-1,FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P,796,FORD,22
2005 Gasolina,2005-1,FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P,796,FORD,22
2004 Gasolina,2004-1,FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P,796,FORD,22
2003 Gasolina,2003-1,FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P,796,FORD,22
2013 Gasolina,2013-1,FOCUS 2.0 16V/ 2.0 16V FLEX 5P,798,FORD,22
2012 Gasolina,2012-1,FOCUS 2.0 16V/ 2.0 16V FLEX 5P,798,FORD,22
2011 Gasolina,2011-1,FOCUS 2.0 16V/ 2.0 16V FLEX 5P,798,FORD,22
2010 Gasolina,2010-1,FOCUS 2.0 16V/ 2.0 16V FLEX 5P,798,FORD,22
2009 Gasolina,2009-1,FOCUS 2.0 16V/ 2.0 16V FLEX 5P,798,FORD,22
2008 Gasolina,2008-1,FOCUS 2.0 16V/ 2.0 16V FLEX 5P,798,FORD,22
2007 Gasolina,2007-1,FOCUS 2.0 16V/ 2.0 16V FLEX 5P,798,FORD,22
2006 Gasolina,2006-1,FOCUS 2.0 16V/ 2.0 16V FLEX 5P,798,FORD,22
2005 Gasolina,2005-1,FOCUS 2.0 16V/ 2.0 16V FLEX 5P,798,FORD,22
2004 Gasolina,2004-1,FOCUS 2.0 16V/ 2.0 16V FLEX 5P,798,FORD,22
2003 Gasolina,2003-1,FOCUS 2.0 16V/ 2.0 16V FLEX 5P,798,FORD,22
2002 Gasolina,2002-1,FOCUS 2.0 16V/ 2.0 16V FLEX 5P,798,FORD,22
2001 Gasolina,2001-1,FOCUS 2.0 16V/ 2.0 16V FLEX 5P,798,FORD,22
2019 Gasolina,2019-1,FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,799,FORD,22
2018 Gasolina,2018-1,FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,799,FORD,22
2017 Gasolina,2017-1,FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,799,FORD,22
2016 Gasolina,2016-1,FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,799,FORD,22
2015 Gasolina,2015-1,FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,799,FORD,22
2014 Gasolina,2014-1,FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,799,FORD,22
2013 Gasolina,2013-1,FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,799,FORD,22
2012 Gasolina,2012-1,FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,799,FORD,22
2011 Gasolina,2011-1,FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,799,FORD,22
2010 Gasolina,2010-1,FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,799,FORD,22
2009 Gasolina,2009-1,FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,799,FORD,22
2008 Gasolina,2008-1,FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,799,FORD,22
2007 Gasolina,2007-1,FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,799,FORD,22
2006 Gasolina,2006-1,FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,799,FORD,22
2005 Gasolina,2005-1,FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,799,FORD,22
2004 Gasolina,2004-1,FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,799,FORD,22
2019 Gasolina,2019-1,FOCUS FASTBACK SE/SE PLUS 2.0 FLEX AUT.,7284,FORD,22
2018 Gasolina,2018-1,FOCUS FASTBACK SE/SE PLUS 2.0 FLEX AUT.,7284,FORD,22
2017 Gasolina,2017-1,FOCUS FASTBACK SE/SE PLUS 2.0 FLEX AUT.,7284,FORD,22
2016 Gasolina,2016-1,FOCUS FASTBACK SE/SE PLUS 2.0 FLEX AUT.,7284,FORD,22
2013 Gasolina,2013-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P,806,FORD,22
2012 Gasolina,2012-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P,806,FORD,22
2011 Gasolina,2011-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P,806,FORD,22
2010 Gasolina,2010-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P,806,FORD,22
2009 Gasolina,2009-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P,806,FORD,22
2008 Gasolina,2008-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P,806,FORD,22
2007 Gasolina,2007-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P,806,FORD,22
2006 Gasolina,2006-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P,806,FORD,22
2005 Gasolina,2005-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P,806,FORD,22
2004 Gasolina,2004-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P,806,FORD,22
2003 Gasolina,2003-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P,806,FORD,22
2002 Gasolina,2002-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P,806,FORD,22
2001 Gasolina,2001-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P,806,FORD,22
2016 Gasolina,2016-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P AUT.,807,FORD,22
2015 Gasolina,2015-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P AUT.,807,FORD,22
2014 Gasolina,2014-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P AUT.,807,FORD,22
2013 Gasolina,2013-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P AUT.,807,FORD,22
2012 Gasolina,2012-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P AUT.,807,FORD,22
2011 Gasolina,2011-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P AUT.,807,FORD,22
2010 Gasolina,2010-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P AUT.,807,FORD,22
2009 Gasolina,2009-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P AUT.,807,FORD,22
2008 Gasolina,2008-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P AUT.,807,FORD,22
2007 Gasolina,2007-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P AUT.,807,FORD,22
2006 Gasolina,2006-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P AUT.,807,FORD,22
2005 Gasolina,2005-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P AUT.,807,FORD,22
2004 Gasolina,2004-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P AUT.,807,FORD,22
2003 Gasolina,2003-1,FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P AUT.,807,FORD,22
2019 Gasolina,2019-1,FOCUS TITA/TITA PLUS 2.0  FLEX 5P AUT.,5451,FORD,22
2018 Gasolina,2018-1,FOCUS TITA/TITA PLUS 2.0  FLEX 5P AUT.,5451,FORD,22
2017 Gasolina,2017-1,FOCUS TITA/TITA PLUS 2.0  FLEX 5P AUT.,5451,FORD,22
2016 Gasolina,2016-1,FOCUS TITA/TITA PLUS 2.0  FLEX 5P AUT.,5451,FORD,22
2015 Gasolina,2015-1,FOCUS TITA/TITA PLUS 2.0  FLEX 5P AUT.,5451,FORD,22
2014 Gasolina,2014-1,FOCUS TITA/TITA PLUS 2.0  FLEX 5P AUT.,5451,FORD,22
2013 Gasolina,2013-1,FOCUS TITA/TITA PLUS 2.0  FLEX 5P AUT.,5451,FORD,22
2012 Gasolina,2012-1,FOCUS TITA/TITA PLUS 2.0  FLEX 5P AUT.,5451,FORD,22
2011 Gasolina,2011-1,FOCUS TITA/TITA PLUS 2.0  FLEX 5P AUT.,5451,FORD,22
2010 Gasolina,2010-1,FOCUS TITA/TITA PLUS 2.0  FLEX 5P AUT.,5451,FORD,22
2016 Gasolina,2016-1,FUSION 2.5L I-VCT FLEX AUT.,6381,FORD,22
2015 Gasolina,2015-1,FUSION 2.5L I-VCT FLEX AUT.,6381,FORD,22
2014 Gasolina,2014-1,FUSION 2.5L I-VCT FLEX AUT.,6381,FORD,22
2013 Gasolina,2013-1,FUSION 2.5L I-VCT FLEX AUT.,6381,FORD,22
2018 Gasolina,2018-1,FUSION SE 2.5 I-VCT FLEX 16V AUT.,7826,FORD,22
2017 Gasolina,2017-1,FUSION SE 2.5 I-VCT FLEX 16V AUT.,7826,FORD,22
2009 Gasolina,2009-1,FUSION SEL 2.3 16V  162CV AUT.,4061,FORD,22
2008 Gasolina,2008-1,FUSION SEL 2.3 16V  162CV AUT.,4061,FORD,22
2007 Gasolina,2007-1,FUSION SEL 2.3 16V  162CV AUT.,4061,FORD,22
2006 Gasolina,2006-1,FUSION SEL 2.3 16V  162CV AUT.,4061,FORD,22
2012 Gasolina,2012-1,FUSION SEL 2.5 16V 173CV AUT.,4922,FORD,22
2011 Gasolina,2011-1,FUSION SEL 2.5 16V 173CV AUT.,4922,FORD,22
2010 Gasolina,2010-1,FUSION SEL 2.5 16V 173CV AUT.,4922,FORD,22
2013 Gasolina,2013-1,KA 1.0 8V/1.0 8V ST FLEX 3P,4514,FORD,22
2012 Gasolina,2012-1,KA 1.0 8V/1.0 8V ST FLEX 3P,4514,FORD,22
2011 Gasolina,2011-1,KA 1.0 8V/1.0 8V ST FLEX 3P,4514,FORD,22
2010 Gasolina,2010-1,KA 1.0 8V/1.0 8V ST FLEX 3P,4514,FORD,22
2009 Gasolina,2009-1,KA 1.0 8V/1.0 8V ST FLEX 3P,4514,FORD,22
2008 Gasolina,2008-1,KA 1.0 8V/1.0 8V ST FLEX 3P,4514,FORD,22
2021 Gasolina,2021-1,KA 1.0 FREESTYLE 12V FLEX 5P MEC.,8744,FORD,22
2020 Gasolina,2020-1,KA 1.0 FREESTYLE 12V FLEX 5P MEC.,8744,FORD,22
2021 Gasolina,2021-1,KA 1.0 S TIVCT FLEX 5P,8149,FORD,22
2020 Gasolina,2020-1,KA 1.0 S TIVCT FLEX 5P,8149,FORD,22
2019 Gasolina,2019-1,KA 1.0 S TIVCT FLEX 5P,8149,FORD,22
2018 Gasolina,2018-1,KA 1.0 S TIVCT FLEX 5P,8149,FORD,22
2021 Gasolina,2021-1,KA 1.0 SE/SE PLUS TIVCT FLEX 5P,6915,FORD,22
2020 Gasolina,2020-1,KA 1.0 SE/SE PLUS TIVCT FLEX 5P,6915,FORD,22
2019 Gasolina,2019-1,KA 1.0 SE/SE PLUS TIVCT FLEX 5P,6915,FORD,22
2018 Gasolina,2018-1,KA 1.0 SE/SE PLUS TIVCT FLEX 5P,6915,FORD,22
2017 Gasolina,2017-1,KA 1.0 SE/SE PLUS TIVCT FLEX 5P,6915,FORD,22
2016 Gasolina,2016-1,KA 1.0 SE/SE PLUS TIVCT FLEX 5P,6915,FORD,22
2015 Gasolina,2015-1,KA 1.0 SE/SE PLUS TIVCT FLEX 5P,6915,FORD,22
2011 Gasolina,2011-1,KA 1.0 TECNO 8V FLEX 3P,4789,FORD,22
2010 Gasolina,2010-1,KA 1.0 TECNO 8V FLEX 3P,4789,FORD,22
2009 Gasolina,2009-1,KA 1.0 TECNO 8V FLEX 3P,4789,FORD,22
2008 Gasolina,2008-1,KA 1.0 TECNO 8V FLEX 3P,4789,FORD,22
2007 Gasolina,2007-1,KA 1.0I 3P,813,FORD,22
2006 Gasolina,2006-1,KA 1.0I 3P,813,FORD,22
2005 Gasolina,2005-1,KA 1.0I 3P,813,FORD,22
2004 Gasolina,2004-1,KA 1.0I 3P,813,FORD,22
2003 Gasolina,2003-1,KA 1.0I 3P,813,FORD,22
2000 Gasolina,2000-1,KA 1.0I 3P,813,FORD,22
1999 Gasolina,1999-1,KA 1.0I 3P,813,FORD,22
1998 Gasolina,1998-1,KA 1.0I 3P,813,FORD,22
1997 Gasolina,1997-1,KA 1.0I 3P,813,FORD,22
2020 Gasolina,2020-1,KA 1.5 SE 12V FLEX 5P AUT.,8440,FORD,22
2019 Gasolina,2019-1,KA 1.5 SE 12V FLEX 5P AUT.,8440,FORD,22
2019 Gasolina,2019-1,KA 1.5 SE 12V FLEX 5P MEC.,8441,FORD,22
2021 Gasolina,2021-1,KA 1.5 SE PLUS 12V FLEX 5P AUT.,8442,FORD,22
2020 Gasolina,2020-1,KA 1.5 SE PLUS 12V FLEX 5P AUT.,8442,FORD,22
2019 Gasolina,2019-1,KA 1.5 SE PLUS 12V FLEX 5P AUT.,8442,FORD,22
2021 Gasolina,2021-1,KA 1.5 SE PLUS 12V FLEX 5P MEC.,8443,FORD,22
2020 Gasolina,2020-1,KA 1.5 SE PLUS 12V FLEX 5P MEC.,8443,FORD,22
2019 Gasolina,2019-1,KA 1.5 SE PLUS 12V FLEX 5P MEC.,8443,FORD,22
2018 Gasolina,2018-1,KA 1.5 SE/SE PLUS 16V FLEX 5P,6916,FORD,22
2017 Gasolina,2017-1,KA 1.5 SE/SE PLUS 16V FLEX 5P,6916,FORD,22
2016 Gasolina,2016-1,KA 1.5 SE/SE PLUS 16V FLEX 5P,6916,FORD,22
2015 Gasolina,2015-1,KA 1.5 SE/SE PLUS 16V FLEX 5P,6916,FORD,22
2021 Gasolina,2021-1,KA 1.5 SEDAN SE 12V FLEX 4P MEC.,8445,FORD,22
2020 Gasolina,2020-1,KA 1.5 SEDAN SE 12V FLEX 4P MEC.,8445,FORD,22
2019 Gasolina,2019-1,KA 1.5 SEDAN SE 12V FLEX 4P MEC.,8445,FORD,22
2020 Gasolina,2020-1,KA 1.5 TITANIUM 12V FLEX 5P AUT.,8449,FORD,22
2019 Gasolina,2019-1,KA 1.5 TITANIUM 12V FLEX 5P AUT.,8449,FORD,22
2011 Gasolina,2011-1,KA 1.6 TECNO 8V FLEX 3P,4790,FORD,22
2010 Gasolina,2010-1,KA 1.6 TECNO 8V FLEX 3P,4790,FORD,22
2009 Gasolina,2009-1,KA 1.6 TECNO 8V FLEX 3P,4790,FORD,22
2008 Gasolina,2008-1,KA GL 1.0I ZETEC ROCAM,818,FORD,22
2007 Gasolina,2007-1,KA GL 1.0I ZETEC ROCAM,818,FORD,22
2006 Gasolina,2006-1,KA GL 1.0I ZETEC ROCAM,818,FORD,22
2005 Gasolina,2005-1,KA GL 1.0I ZETEC ROCAM,818,FORD,22
2004 Gasolina,2004-1,KA GL 1.0I ZETEC ROCAM,818,FORD,22
2003 Gasolina,2003-1,KA GL 1.0I ZETEC ROCAM,818,FORD,22
2002 Gasolina,2002-1,KA GL 1.0I ZETEC ROCAM,818,FORD,22
2001 Gasolina,2001-1,KA GL 1.0I ZETEC ROCAM,818,FORD,22
2000 Gasolina,2000-1,KA GL 1.0I ZETEC ROCAM,818,FORD,22
2007 Gasolina,2007-1,KA MP3 1.6 MPI 8V 95CV,3888,FORD,22
2006 Gasolina,2006-1,KA MP3 1.6 MPI 8V 95CV,3888,FORD,22
2018 Gasolina,2018-1,KA SEL 1.5 16V FLEX 5P,6917,FORD,22
